data-division,data-items-familyName,data-items-species-speciesName,data-items-species-above.,data-items-species-folders-description,data-items-species-folders-prepared.,data-items-species-folders-above.
DICOTYLEDONES,ANACARDIACEAE,"Rhus Coriaria, L.",,"Twig, with detached fruit. Beyront, 9 Nov., 1860 ; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,ANACARDIACEAE,"Rhus Cotinus, L.",,"With flowers and fruit ; with detached fruits. Pariset, near Grenoble, 18 June, 1857.",,
DICOTYLEDONES,ANACARDIACEAE,"Rhus Syriaca, Boiss. et Bl.",,"Twig, with flower buds and detached fruits. Mountains overlooking the Wady el Kelt, going from Jerusalem ; level country lying between Riha and the Jordan ; Marsaba, near the Convent. “The tree is so exceedingly like a Balsamodendron, that Dr. Hooker and I mistook it for one until we found the fruit.” -Irem. The following appear to be the same : Rhus divisa, Wild ; R. oxyacanthoides, Dum. Cours ; R. zizyphina, Tineo.",,
DICOTYLEDONES,ANACARDIACEAE,"Schinus molliloides, Velloso",,"Leaves only; Campinas, 1870",,
DICOTYLEDONES,ANACARDIACEAE,"Schinus molliloides, Velloso",,"With flowers and fruit. No. 2 is labelled: ""Schinus terebenthifolius, Raddi,"" San Paulo, 1870; J. Correa de Mello. [The venation of the leaves of the two plants is very distinct; the two species are probably placed on the same sheet for comparison.]",,
DICOTYLEDONES,ANACARDIACEAE,"Schinus molliloides, Velloso",,"Branchlet in flower. Garden of the Palazzo Orenge, Mentone; Nov., 1871",,
DICOTYLEDONES,ANACARDIACEAE,"Schinus molliloides, Velloso",,"Leaves only. Campinas, Province of San Paulo; J. C. de Mello. [Speci- men b (2) has leaves showing three or four pairs of leaflets; specimen a (1) has only two pairs.]",,
DICOTYLEDONES,ANACARDIACEAE,"Schinus molliloides, Velloso",,"Branchlet without flowers or fruit. Garden of M. Thuret, Antibes; 29 Nov., 1870. [This specimen resembles S. Molle, L. in appearance.]",,
DICOTYLEDONES,ANACARDIACEAE,"Schinus molliloides, Velloso",,"Without flowers or fruit. Plant received from W. F. Saunders, and cultivated in the greenhouse, Clapham Common; 12 Nov., 1867. A letter from John Miers, attached to this specimen, states:-- ""The plant is not S. terebenthifolius, from which it differs in its leaves, having 9 leaflets instead of 7 or 5, the leaflets being much longer, more lanceolate, and more acute, more entire at the margin and more unequal at the base; the petiole, too, is stouter and more swollen at its origin."" (It looks like a luxuriant cultivated form of S. Molleoides, Vell.)",,
DICOTYLEDONES,ANACARDIACEAE,"III.-CALYCFIFLORAE. LEGUMINOSAE. SUBORDER I. PAPILIONACEAE. 138. Adenocarpus complicatus, Gray (A. parvifolius, D. C.). a. Twigs with leaves and pods. Lebanon, 4,000-5,000 ft.; J. D. Hooker and D. Hanbury, 27 Sept., 1860. 139. Alhagi Maurorum, D. C. ""Jhawan, jawan or Jawasa"" (Hind). a. Twig with leaves. b. Twigs with leaves and pods. Dead Sea, northern end, where it grows two or three feet high; 31 Oct, 1860; also banks of Jordan. (2) Damascus; Oct., 1860; Dr. J. D. Hooker and D. Hanbury. [For specimens of the manna of this tree see the Hanbury Collection of Materia Medica.] 140. Anagyris festida, L. a. Twig with leaves and pods. Mont Major, Arles ; 8 May, 1854. b. Branchlet with flowers and young pods. Ramleh, Syria; B. T. Lowne, 1863. 141. Andira inermis, H. B. K. a. Twig with leaves and flowers. ""Plants of Central America, No. 13. Slopes of hills and on the banks of the Rio Grande, at Paraiso Station, P.R.R. (Panama), March 16, 1861. A spreading tree twenty to thirty feet high.""-S. Hayes. 142. Astragalus angustifolius, Lam. a. Twigs with flowers and pods. Summit of Lebanon; Dr. J. D. Hooker and Dr. Hanbury. ""Legume very hisnute."" Sept. and Oct., 1860. 143. Astragalus aristatus, L. Her. (Fischer, Syn. Astragaliorm Tragacantharum, p. 103, 110.) a. Twig with flowers. La Grave, Hautes Alpes, Dauphine; 20 June, 1857. Briançon, 28 June, 1837; D. Hanbury. 33 144. Astragalus Bethlehemicus, Boiss? (Fisch., l.c. p. 79, No. 78.) a. Twig with flowers. (1) Consists of three tufts, one of which is marked: ""A. compactus, Boiss. fide Bunge."" Damascus; 8 Oct., 1860. (2) Summit of the pass between Marsaba and Jerusalem; 22 Oct., 1860; Dr. J. D. Hooker and D. Hanbury. 145. Astragalus coluteoides, Willd. (fide Bunge). (Fischer, l.c. p. 156 No. 159). a. Twigs, without flowers or fruit. Lebanon, near the Cedars; 29 Sept., 1860; Dr. J. D. Hooker and D. Hanbury. b. Twig, with flowers. Mount Hermon, about 6,000 feet; ""Plants of Southern Syria,"" B. T. Lowne, 1863-4. 146. Astragalus cruentiflorus, Boiss. (Fischer, l.c. p. 43, No. 40). a. Leafy twigs. Lebanon; 29 Sept., 1860. b. Flowering twigs. (1) Lebanon, summit of the pass above the Cedars; (2) Lebanon; Dr. J. D. Hooker and D. Hanbury; 1 Oct., 1860. c. Flowering twigs. Summit of Lebanon; Dr. J. D. Hooker and D. Hanbury. 147. Astragalus deinacanthus, Boiss. (Fischer, l.c. p. 50, No. 48). a. (1) Flowering twig; (2) Leafy twig. 1. Ain Ata, Lebanon; 1 Oct., 1860. 2. Antilebanon; 3 Oct., 1860; Dr. J. D. Hooker and D. Hanbury. [A dissected flower is attached to this sheet.]",,"III.-CALYCFIFLORAE. LEGUMINOSAE. SUBORDER I. PAPILIONACEAE. 138. Adenocarpus complicatus, Gray (A. parvifolius, D. C.). a. Twigs with leaves and pods. Lebanon, 4,000-5,000 ft.; J. D. Hooker and D. Hanbury, 27 Sept., 1860. 139. Alhagi Maurorum, D. C. ""Jhawan, jawan or Jawasa"" (Hind). a. Twig with leaves. b. Twigs with leaves and pods. Dead Sea, northern end, where it grows two or three feet high; 31 Oct, 1860; also banks of Jordan. (2) Damascus; Oct., 1860; Dr. J. D. Hooker and D. Hanbury. [For specimens of the manna of this tree see the Hanbury Collection of Materia Medica.] 140. Anagyris festida, L. a. Twig with leaves and pods. Mont Major, Arles ; 8 May, 1854. b. Branchlet with flowers and young pods. Ramleh, Syria; B. T. Lowne, 1863. 141. Andira inermis, H. B. K. a. Twig with leaves and flowers. ""Plants of Central America, No. 13. Slopes of hills and on the banks of the Rio Grande, at Paraiso Station, P.R.R. (Panama), March 16, 1861. A spreading tree twenty to thirty feet high.""-S. Hayes. 142. Astragalus angustifolius, Lam. a. Twigs with flowers and pods. Summit of Lebanon; Dr. J. D. Hooker and Dr. Hanbury. ""Legume very hisnute."" Sept. and Oct., 1860. 143. Astragalus aristatus, L. Her. (Fischer, Syn. Astragaliorm Tragacantharum, p. 103, 110.) a. Twig with flowers. La Grave, Hautes Alpes, Dauphine; 20 June, 1857. Briançon, 28 June, 1837; D. Hanbury. 33 144. Astragalus Bethlehemicus, Boiss? (Fisch., l.c. p. 79, No. 78.) a. Twig with flowers. (1) Consists of three tufts, one of which is marked: ""A. compactus, Boiss. fide Bunge."" Damascus; 8 Oct., 1860. (2) Summit of the pass between Marsaba and Jerusalem; 22 Oct., 1860; Dr. J. D. Hooker and D. Hanbury. 145. Astragalus coluteoides, Willd. (fide Bunge). (Fischer, l.c. p. 156 No. 159). a. Twigs, without flowers or fruit. Lebanon, near the Cedars; 29 Sept., 1860; Dr. J. D. Hooker and D. Hanbury. b. Twig, with flowers. Mount Hermon, about 6,000 feet; ""Plants of Southern Syria,"" B. T. Lowne, 1863-4. 146. Astragalus cruentiflorus, Boiss. (Fischer, l.c. p. 43, No. 40). a. Leafy twigs. Lebanon; 29 Sept., 1860. b. Flowering twigs. (1) Lebanon, summit of the pass above the Cedars; (2) Lebanon; Dr. J. D. Hooker and D. Hanbury; 1 Oct., 1860. c. Flowering twigs. Summit of Lebanon; Dr. J. D. Hooker and D. Hanbury. 147. Astragalus deinacanthus, Boiss. (Fischer, l.c. p. 50, No. 48). a. (1) Flowering twig; (2) Leafy twig. 1. Ain Ata, Lebanon; 1 Oct., 1860. 2. Antilebanon; 3 Oct., 1860; Dr. J. D. Hooker and D. Hanbury. [A dissected flower is attached to this sheet.]",,
DICOTYLEDONES,ANACARDIACEAE,"A. gummifer, Labill. (Fischer, l.c. p. 35, No. 31).",,"Flowering twigs and detached stem (two specimens). (1) Lebanon; 30 Sept., 1860. (2) Lebanon, 4,500 feet; 27 Sept.",,
DICOTYLEDONES,ANACARDIACEAE,"Astragalus Hermoneus, Boiss. (Fischer, l.c. p. 108, No. 112).",,"Twigs, with detached pods. Lebanon, 6,000 feet; 28 Sept., 1860; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,ANACARDIACEAE,"Astragalus Hermoneus, Boiss. (Fischer, l.c. p. 108, No. 112).",,"Twigs, with detached legumes and dissected flower. (1) Lebanon, forming dense tufts two or three feet across; altitude 5,000 to 6,000 feet; 29 Sept., 1866. (2) Above the Cedars; 30 Sept., 1860; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,ANACARDIACEAE,"Astragalus hirsutissimus, D.C.",,"Leafy twigs. Lebanon, 6,000 feet; Sept.-Oct., 1860; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,ANACARDIACEAE,"Astragalus microcephalus, Wild.",,"(1) Twigs, with leaves. (2) Twig, with flower, and detached, and dissected flower. (These specimens form a “portion of the large plant showing incisions in the stem, sent as the tragacanth shrub, by the Rev. W. A. Farnsworth, Kaisariyeh, Cappadocia, 1873.” This specimen is now in the Materia Medica Museum of the Pharmaceutical Society in Bloomsbury Square.)",,
DICOTYLEDONES,ANACARDIACEAE,"Astragalus Russellii, Boiss.",,"Twigs, in flower. Wady Zewerah; “Plants of Southern Syria;” B. T. Lowne, 1863-4; Astragalus, sp. 3.",,
DICOTYLEDONES,ANACARDIACEAE,"Astragalus Sirinicus, Ten.",,"Twigs, in flower. Col de Nizzavona, Corsica; 3 June, 1868; D. Hanbury.",,
DICOTYLEDONES,ANACARDIACEAE,"Astragalus Tragacantha, L.",,"(1) Flowering twigs, Marseilles, May, 1851. (2) Ditto, detached pod and dissected flower. Cultivated, Clapham Common; June, 1873.",,
DICOTYLEDONES,ANACARDIACEAE,"Biserrula Pulecinus, L.",,"Plant, with flowers and pods. Raised in the Garden at Clapham Common from seeds collected at Reggio, Calabria, 1872.",,
DICOTYLEDONES,ANACARDIACEAE,"Bowdichia pubescens, Benth.",,"Twig, with expanded flowers.",,
DICOTYLEDONES,ANACARDIACEAE,"Bowdichia pubescens, Benth.",,"Ditto, with flower buds.",,
DICOTYLEDONES,ANACARDIACEAE,"Bowdichia pubescens, Benth.",,"No. 28, 'Barbatimao,' Santarem, Para; H. W. Bates, 1853. A sample of bark received at the same time.",,
DICOTYLEDONES,ANACARDIACEAE,"Cicer arietinum, L.",,"Branch, with legumes.",,
DICOTYLEDONES,ANACARDIACEAE,"Cicer arietinum, L.",,"Grasse (Var); 7 July, 1857.",,
DICOTYLEDONES,ANACARDIACEAE,"Colutea arborescens, L.",,"Twig, with flowers and young pods.",,
DICOTYLEDONES,ANACARDIACEAE,"Colutea arborescens, L.",,"Pic de St. Loup; 21 May, 1854.",,
DICOTYLEDONES,ANACARDIACEAE,"Coronilla varia, L.",,Branch in flower.,,
DICOTYLEDONES,ANACARDIACEAE,"Coronilla varia, L.",,"Pariset, near Grenoble; 18 June, 1857.",,
DICOTYLEDONES,ANACARDIACEAE,"Cytisus argenteus, L.",,"Branch, with flowers and young pods.",,
DICOTYLEDONES,ANACARDIACEAE,"Cytisus argenteus, L.",,"(1) Toulon; May, 1854.",,
DICOTYLEDONES,ANACARDIACEAE,"Cytisus argenteus, L.",,"(2) Mentone; May, 1866.",,
DICOTYLEDONES,ANACARDIACEAE,"Dipteryx odorata, Wild.",,"Twig, with flowers and detached leaves.",,
DICOTYLEDONES,ANACARDIACEAE,"Dipteryx odorata, Wild.",,Trinidad; Dr. Cruger.,,
DICOTYLEDONES,ANACARDIACEAE,"[Lens esculenta, Moench]; Ervum Lens, L.",,"Branch in Flower. Cultivated, Toulon; 14 May, 1854",,
DICOTYLEDONES,ANACARDIACEAE,"[Vicia Ervilia, Willld.]; Ervilia sativa, Link.",,Plant in flower and fruit.,,
DICOTYLEDONES,ANACARDIACEAE,"[Vicia Ervilia, Willld.]; Ervilia sativa, Link.",,"(1) Sollies-Parlode, near Toulon; 17 May, 1854.",,
DICOTYLEDONES,ANACARDIACEAE,"[Vicia Ervilia, Willld.]; Ervilia sativa, Link.",,"(2) Gap; 1 July, 1857.",,
DICOTYLEDONES,ANACARDIACEAE,"Ferreiria spectabilis, Allem.",,Leafy twig and detached flowering twig.,,
DICOTYLEDONES,ANACARDIACEAE,"Ferreiria spectabilis, Allem.",,"No. 26, Angelim pedra. One of the best woods of Brazil; Theodor Peckolt; Cantagallo, Brazil.",,
DICOTYLEDONES,ANACARDIACEAE,"Genista tinctoria, L.",,"Branches, with flowers and ripe pods.",,
DICOTYLEDONES,ANACARDIACEAE,"Genista tinctoria, L.",,"(1) Near Gerazdmer, Voges; 13 Aug., 1855.",,
DICOTYLEDONES,ANACARDIACEAE,"Genista tinctoria, L.",,"(2) Mont Doro, 14 Sept., 1858.",,
DICOTYLEDONES,ANACARDIACEAE,Geoffrea sp.?,,"Leaves only, and tracing of fruit.",,
DICOTYLEDONES,ANACARDIACEAE,Geoffrea sp.?,,"San Juan, New Granada; 3 April, 1862. 'A beautiful tree, 60 to 80 feet high, called by the natives, 'Mountain Tamarind.' The fruit is edible. No. 620, Sutton Hayes.'",,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza brachycarpa, Boiss.",,"Branch, with pods.",,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza brachycarpa, Boiss.",,"Antilolanon, 4,000 feet; 9 Oct., 1860; Dr. J. D. Hooker and D. Hanbury.",,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza glabra, L.",,"Twig, with flowers.",,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza glabra, L.",,"Clapham, cultivated, 1874.",,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza glabra, L.",,Leafy branch.,,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza glabra, L.",,"Bodieott, near Banbury, 4 Sept., 1872.",,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza glabra, L.",,Leafy branch.,,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza glabra, L.",,"Cultivated, Corigliano, Calabria; 5 May, 1872.",,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza glandulifera, W. & R.",,"Leafy branch, with fruit.",,
DICOTYLEDONES,ANACARDIACEAE,"Glycyrrhiza glandulifera, W. & R.",,"Royal Gardens, Kew; 15 Sept., 1873. 'G. glabra, var. glandulifera, Boissier (Flor. Orient, ii., 202).'",,
DICOTYLEDONES,CALYCIPLORAE,"Lespedeza cuneata, Don. ""Nareri""",,"Leafy shoot. Dr. Tierney Aitchison says, ""On Mount Tilla only."" [This specimen is labelled in the same writing as Stewart's Punjab Plants.]",,
DICOTYLEDONES,CALYCIPLORAE,Lonchocarpus species,,"Leafy twig, with detached leaf, flowers, and immature pod.",,
DICOTYLEDONES,CALYCIPLORAE,Lonchocarpus species,,"Leafy twig, flowering twig and detached leaves, and immature pods.",,
DICOTYLEDONES,CALYCIPLORAE,"Lonchocarpus sericeus, Kth.",,Flowering twig.,,
DICOTYLEDONES,CALYCIPLORAE,"Macherium Gardneri, Benth.",,"Leafy twig, with young fruit.",,
DICOTYLEDONES,CALYCIPLORAE,"Macherium (violaceum, Vog.,?) near to M. discolor, Vog.",,Twig in fruit.,,
DICOTYLEDONES,CALYCIPLORAE,"Mucuna altissima, D. C.",,Detached leaf and flowers.,,
DICOTYLEDONES,CALYCIPLORAE,"Myrocarpus fastigiatus, Allem.",,"Leafy shoots, with flowers and young fruits.",,
DICOTYLEDONES,CALYCIPLORAE,"Myrocarpus frondosus, Allem.",,"Leaves, flowers, and immature fruit. Rio de Janeiro; Dr. F. F. Allemão; 1863.",,
DICOTYLEDONES,CALYCIPLORAE,"Myrocarpus frondosus, Allem.",,"Leafy twig, with detached twig bearing fruits and flowers. No. 4, 'Plantes Brasiliennes'; Joaquim Corres de Mello; Campinas, Prov. San Paulo, Brazil; 1869.",,
DICOTYLEDONES,CALYCIPLORAE,"Myropernum frutescens, Jacq.",,"Immature pods, leaflets and detached flowers. The detached flowers are labelled, apparently in Klotsch's handwriting: ""Myropernum emarginatum, Kl. (Celtisia emarginata, Bartero), S. Martha."" Attached to the sheet is a tracing of leaflets and fruits of Myropernum frutescens, Jacq., from Miller's Herbarium in the British Museum. Hanbury gives also the synonym Banisteria purpurea, Miller, Gard. Dict. (8th ed.), 1768.",,
DICOTYLEDONES,CALYCIPLORAE,"Myropernum frutescens, Jacq.",,"Drawing of specimen of mature fruit in Sir W. J. Hooker's Herbarium. It is labelled: ""Myropernum emar- ginationis, Klotsch MSS. (M. frutescens, Jacq.)"" ""Sir W. J. Hooker and Dr. J. D. Hooker, after comparing this with M. emarginatum, Klotsch, concur in regarding it identical. The leaves as well as the ripe fruit here sketched were compared and found to correspond. 29 Oct., 1863.""—D. H.",,
DICOTYLEDONES,CALYCIPLORAE,"Myropernum frutescens, Jacq.",,"The seed of this tree bruised and put into spirit is said to be a remedy in rheumatic complaint, by being rubbed with it. It is said to be brought from the Spanish Main, and in great repute among the Spaniards. We have it under three names, viz., 'Guatamare,' 'Guatapana,' and 'Guatapamara.' It has given relief to more than one person in this neighbourhood. This is all of the plant that I could get, when it is in flower I trust to be able to get some.""—Lockhart ; Trinidad.""",,
DICOTYLEDONES,CALYCIPLORAE,"Myropernum frutescens, Jacq.",,Leaflets. Carthagena de Columbia ; Billberg ; from Dr. Klotsch.,,
DICOTYLEDONES,CALYCIPLORAE,"Myropernum frutescens, Jacq.",,"Tracings (1) of twig in flower, with disseected flowers, and of a (2) Leafy twig and a fruiting twig. Copied from H. B. K., Nov. Gen., vol. vi, tab. 570-571.",,
DICOTYLEDONES,CALYCIPLORAE,"Myropernum frutescens, Jacq.",,Fruiting twig and detached leaves.,,
DICOTYLEDONES,CALYCIPLORAE,"Myropernum frutescens, Jacq.",,"Ditto with older fruits. Trinidad ; H. Prestoe ; received 24 Dec., 1868.",,
DICOTYLEDONES,CALYCIPLORAE,"Myropernum frutescens, Jacq.",,"Flowering twig, with detached fruits and dissected flower. ""Guatamare""; La Ventille, Trinidad ; Dr. H. Cruger, 1 Nov., 1861.",,
DICOTYLEDONES,CALYCIPLORAE,"Myropermum secundum, Klotzsch",,"A flower only. ""Habitat in humilis ;"" Rio Guarico, prope Parapara de Humboldt."" [in Klotzsch's handwriting].",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon Hanburyanum, Klotzsch MISS.",,"Bare twig and detached leaves, from a large tree. River Marafia ; from A. J. de Warszewicz.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon Hanburyanum, Klotzsch MISS.",,"Leaflets and leafy twig from a young tree. Prov. de Jaen ; Baron A. de Humboldt ; from Dr. Klotzsch, Berlin ; river Marafia. "" A. J. de Warszewicz, who gathered this specimen, was assured by the Indians that the tree affords a white balsam, which was formerly collected."" Payta, Feb. 12, 1833.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon Pereira, Klotzsch ; (M. Sonsonatense, Klotzsch ; Myrosperrnum Pereira, Royle).",,"Leaves, and detached mature fruit, and flowers. To this sheet are attached some flowers of the Balsam Tree, (figured in the Amer. Journ. Pharm., July, 1860) from Dr. Carson, Philadelphia, Nov., 1860 ; and a photograph of a leafy twig now in the possession of Sir W. J. Hooker, Sept. 1853. See Klotzsch, Bouplandia, 15 Sept., 1857, p. 274 ; Royle, Man. Mat. Med. (ed. 2), 1853, p. 414 ; Pereira, Pharm. Journ., x., p. 280.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon Pereira, Klotzsch ; (M. Sonsonatense, Klotzsch ; Myrosperrnum Pereira, Royle).",,"Engraving of the plant. From the Amer. Journ. Pharm., July, 1860.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon Pereira, Klotzsch ; (M. Sonsonatense, Klotzsch ; Myrosperrnum Pereira, Royle).",,"Leaves, fruiting twigs, and detached fruit. Cuisinagua, S. S. ; leaf of the Balsam Tree of San Salvador; collected by Sutton Hayes, 14 May, 1860, No. 25. [The fruit is represented in all stages of development on sheet d.]",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon Pereira, Klotzsch ; (M. Sonsonatense, Klotzsch ; Myrosperrnum Pereira, Royle).",,"Leafy twigs, with fruit. Sonsonate ; Dr. C. Dorat ; October, 1860.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon Pereira, Klotzsch ; (M. Sonsonatense, Klotzsch ; Myrosperrnum Pereira, Royle).",,"Flowering twig and detached flowers. Sonsonate ; Dr. C. Dorat ; Oct., 1860. A pencil drawing of the flower, and a dissected flower, is attached to this sheet.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon Pereira, Klotzsch ; (M. Sonsonatense, Klotzsch ; Myrosperrnum Pereira, Royle).",,"Flowering branchlet. Jagna, 14,000 feet ; Izaleo, San Salvador ; Dr. C. Dorat ; 20 Nov., 1863. [A carefully dissected flower is attached to sheet h.]",,
DICOTYLEDONES,CALYCIPLORAE,"Twig, with flowers and young fruit.",,"To this sheet is fastened a beautiful water-colour drawing, labelled at the back: ""Dissected flower and young fruit of the 'Balsamo negro,' Indian 'Ooshit,' green or young Balsam, 'Taquasunte.' From Tintepueque, Balsam Coast, San Salvador.""-C. Dorat.",,
DICOTYLEDONES,CALYCIPLORAE,"I. Flowering twig, and detached mature fruit.",,"Sonsonate; Oct., 1860; Dr. C. Dorat.",,
DICOTYLEDONES,CALYCIPLORAE,u. Leafy twig.,,"Jayua, Izalco Range, San Salvador; Dr. C. Dorat; Sept., 1863.",,
DICOTYLEDONES,CALYCIPLORAE,"n, o, p, q. Twig, with detached fruit.",,"Sheets n to q from Matlaluca, near Cordova, Mexico. Hugo Finck; received 1 April, 1865. The bark and wood of the tree were sent with these specimens. [See the Hanbury Materia Medica Collection].",,
DICOTYLEDONES,CALYCIPLORAE,r. With leaves only.,,"From the botanical garden, Trinidad; H. Prestoe; 1866.",,
DICOTYLEDONES,CALYCIPLORAE,s. Leafy twig.,,"From a large, old plant in the hothouse at Clapham Common; 17 Jan., 1869.",,
DICOTYLEDONES,CALYCIPLORAE,t. Leafy twig.,,"From a seedling plant raised in the hothouse at Clapham Common; gathered Jan., 1869.",,
DICOTYLEDONES,CALYCIPLORAE,u. Leafy twig.,,"From a young plant in my hothouse; 25 Dec., 1865. D. H.",,
DICOTYLEDONES,CALYCIPLORAE,v. Leafy twigs.,,"From the Governor's Gardens, Kandy; 1874; G. H. K. Thwaites. ""The tree is one of those raised from the seeds sent by me to Ceylon in 1861. It first flowered in 1874.""-D. H.",,
DICOTYLEDONES,CALYCIPLORAE,w. Seedling plant with seed attached.,,"Raised from seed received from Dr. Dorat; May, 1867.",,
DICOTYLEDONES,CALYCIPLORAE,x. Fruits.,,"Labelled ""Myroxylon — 1"" 
C. T. Appun; Bunzian, Prussian Silesia. [These fruits are not much narrower towards the pedicle; but the sheet is labelled in the writing of D. H.: ""Myro- spernum Pericin, Royle 1""]",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,Oleo vermelho.,,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,"Twig, with leaves and flowers.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,"With leaves, flowers, and fruit.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,"From Theodor Peckolt, Cantagallo, Brazil; 1864. Dissected flowers are attached to c. [The leaves in these specimens are 2 to 3 inches long; lanceolate, acuminate, with an emarginate apex, and minutely undulate at the margin, so as to appear crenulate.]",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,"Twig, with leaves only. Cultivated in the hothouse, Clapham Common; 13 June, 1871. [The leaves of this specimen exactly resemble those from Dr. Peckolt.]",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,"Twigs, with leaves, flowers, and fruit.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,Another specimen with leaves and fruits only.,,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,"From a fine tree 50 feet high in the garden of the Convent of the Carmelites, Desalazas, at Lima; W. Nation; received 19 Mar., 1869. [These specimens differ from those of Dr. Peckolt in the smaller (1/2 inch long by 1/4 to 1 inch broad) and more coriaceous leaves, coarsely undulate, but entire at the margin, with the oil glands less prominent. The fruits also are much larger, the largest being 1/4 inches long. Dr. Peckolt's being only about 1/2 inches in length.]",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,"Twigs, with leaves, flowers, and fruit in different stages of growth.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,"Twig, with leaves and fruit.",,
DICOTYLEDONES,CALYCIPLORAE,"Myroxyylon peruiferum, Linn.",,"Twigs, with leaves, fruits, and section of the heartwood of the tree. Specimens k, l, m, n are marked: ""Cabiriva,"" and were received from Joaquim Correa de Melho, Canopinas, San Paulo, Brazil; Dec., 1863. [The leaves and fruits approach nearly in size and shape to Dr. Peckolt's specimens.]",,
DICOTYLEDONES,CALYCIPLORAE,"p. Twig, with leaves and detached twig of flowers and fruit. Dec., 1864; marked “β.”",,"q. Twig, with leaves (e) and another with flowers marked “β.” [The leaves and fruit of specimens p and q are larger than in the preceding specimens ; the leaflets of p and q are oblong-lanceolate ; and those of r are ovate- lanceolate.]",,
DICOTYLEDONES,CALYCIPLORAE,"p. Twig, with leaves and detached twig of flowers and fruit. Dec., 1864; marked “β.”",,"r. Twig, with leaves and flowers, marked “β.” Specimen p, q, and r are from the same collection and the same locality as t to o.",,
DICOTYLEDONES,CALYCIPLORAE,"s. Leaflets only. The leaflets (1) on the upper portion of this sheet are labelled : “ Bolivia, Weddell, from the Museum of Paris, from M. Brongniart.” Received Jan., 1865. A second specimen (2) is labelled : “ Folioles du Myro- spernum peruviferaus de M. Weddell, qui a fourni le baumo sec décrit, t. iii., p. 440.” A fragment of the dry balsam attached to this sheet. A third specimen (3) is labelled : “Folioles de Myrosperrnum peruviferaus, No. 4,787, de M. Weddell.” This speci- men is marked by D. H. : “ Linneaus’ specimens at the Linnean Society exactly resembles this.” Speci- mens 2 and 3 were received from Prof. Guibourt, 22 Oct., 1853, vide Hist. des Droog. (ed. 4), tom iii., p. 440. t. Flowerbuds and a tracing of a leaf. The flowerbuds on this sheet are marked : “ M. peruviferaus, H. B. K. (type); from the Museum of Paris; received Jan., 1865.” The lower portion of the sheet is occupied by a tracing of the leaves of M. peruviferaus, Kth. (herbar de Kuth), with the following extract from a letter, dated Paris, Oct. 1853, from Prof. Guibourt to D. Haunbury :— “Myrosperrnum peruviferaus de Mutis, Linné et Kuth (voir Hist. des Droogues, t iv., p. 332). Je vous envoie (figure A) ainsi que je l’ai fait antérieurement à M. Pereira, le dessin calqué d’une feuille de cette espèce qui se trouve au Museum de Paris. Les folioles sont fermes, souvent un peu cordiformes par le bas ; le petiole commun et les nervures des folioles sont glabres (le mâbrû est hairy on its upper side, D.H.) Les petioles particuliers sont un peu pubescent, le fruit manque. Je vous envoie quelques folioles détachées de Myrosperrnum rapportés par M. Weddell, que l’on doit réunir à cette espèce.”",,"The leaflets (1) on the upper portion of this sheet are labelled : “ Bolivia, Weddell, from the Museum of Paris, from M. Brongniart.” Received Jan., 1865.",,
