data-division,data-items-familyName,data-items-species-speciesName,data-items-species-folders-description
Dicotyledones,HERBACEAE,var. Rum & Arran,
Dicotyledones,HERBACEAE,"Salix herbacea [TA]. i. ""Salix herbacea Goatfield in Ar-","Salix herbacea \[TA\]. i\. ""Salix herbacea Goatfield in Ar-"
Dicotyledones,HERBACEAE,Salix lapponum L.,"Folder 1\. Salix lapponum \[TA\]. i\. ""Salix lapponum L. in Ar-"
Dicotyledones,HERBACEAE,Salix lapponum L.,Folder 2\. Salix lapponum \[TA\].
Dicotyledones,HERBACEAE,"Salix lappona [TA]. i. ""Salix Lappon: Bulls. [Bulstrode Park]"" [JL].",Folder
Dicotyledones,HERBACEAE,"Salix arenaria [TA]; S. lapponum? [G]. i. ""N° 150. Cregchaillech. Sep' 3"" [Stuart]; ""My S. Lapponum but very like the S. arenaria of Haller—hist. p. 195 f. 14"" [JL].",Salix myrsinities L.
Dicotyledones,HERBACEAE,Salix myrsinities [TA],"Ex Glenco, Scotland [TA]"
Dicotyledones,HERBACEAE,"Salix myrsinities? [G]. i. ""N° 140. Glenlochy. May 25th"" [Stuart]; ""S. myrsinities? or Arbuscula? See my other Specimens describ'd"" [JL].",Salix pentandra L.
Dicotyledones,HERBACEAE,"Salix pentandria [TA]. i. ""S. 5 - and. It grows wild almost the whole Way between Moffat & the Lead Hills. It grows also in the Meadow a Publick Walk at Edinburgh. Yald: [Yalden]"" [JL].",Folder
Dicotyledones,HERBACEAE,"Salix pentandra [G]. i. ""N° 260"" [Stuart]; ""S. pentandra? Scotland"" [JL]. [Specimen in top right corner is near S. nigricans Sm.] [See also under S. triandra L. Folder 2.]",Folder 2. Salix purpurea L.
Dicotyledones,HERBACEAE,"Salix Helix [G], Flora Scotica ed. 1, 597 (1777). i. ""S. Helix. right. Scotland"" [JL]. ii. ""Salix Helix near Oxford"" [JL]. Folder","Salix Helix [G], Flora Scotica ed. 1, 597 (1777). i. ""S. Helix. right. Scotland"" [JL]. ii. ""Salix Helix near Oxford"" [JL]. Folder"
Dicotyledones,HERBACEAE,"Salix Helix [G]. i. ""S. Helix mas. Mr. Bogg's[sic]... [illegible]"" [JL]. Folder",Folder
Dicotyledones,HERBACEAE,Salix Helix [TA],Salix Helix. Gulch Well. right. May-74
Dicotyledones,HERBACEAE,Salix purpurea? [TA]; S. Helix [G],Salix repens L.
Dicotyledones,HERBACEAE,"Salix repens [TA]. i. ""Hounslow H: [Hounslow Heath]"" [JL].",Folder
Dicotyledones,HERBACEAE,"Salix repens [G]. i. ""Salix repens? of Mr. Yalden"" [JL]",Folder
Dicotyledones,HERBACEAE,Salix repens [G],Folder
Dicotyledones,HERBACEAE,"Salix fusca [TA]. i. [Written on a capsule containing the specimen:] ""N° 24. Stuart. Scotl Salix repens s. fusca. the female"" [JL]. ii. ""According to the Fig: quoted by Lin: this is his Salix repens; but it remains very doubtful, whether or not it be S: fusca or repens. See for the S: repens on Putney Heath"" [JL].","Folder 1\. Acer Pseudo-Platanus \[G\]\. i\. ""Maple. Bulls\:\[Bulstrode\] Park"" \[JL\]"
Dicotyledones,HERBACEAE,"Salix fusca [TA]. i. [Written on a capsule containing the specimen:] ""N° 24. Stuart. Scotl Salix repens s. fusca. the female"" [JL]. ii. ""According to the Fig: quoted by Lin: this is his Salix repens; but it remains very doubtful, whether or not it be S: fusca or repens. See for the S: repens on Putney Heath"" [JL].",Folder 2\. Acer Pseudo\-Platanus \[TA\]\.
Dicotyledones,HERBACEAE,Salix repens subsp. argentea (Sm.) G.&A.Camus,1 folder. Salix arenaria [G].
Dicotyledones,HERBACEAE,Salix reticulata L.,"1 folder. Salix reticulata [TA]. i. ""N° 145"" [Stuart]. ii. ""N° 147. Mal-gyrdy - Aug."" [Stuart]. iii. ""N° 18. Mal-gyrdy & Mal-grea"" [Stuart]; ""Salix reticulata"" [JL]. [Only one specimen in folder.]"
Dicotyledones,HERBACEAE,Salix ×rubens Schrank (S. alba × fragilis),1 folder. Salix alba? [TA].
Dicotyledones,HERBACEAE,Salix ×rubra Huds. (S. purpurea ×S. viminalis),"1 folder. Salix rubra [G]. i. ""S. viminalis a Variety smooth underneath. Harefield [Middlesex]"" [JL]."
Dicotyledones,HERBACEAE,"Salix sphaelata Sm., Flora Britannica 3: 1066 (1804)","1 folder. Salix lanata [TA]. i. ""N° 137. Finlarig May 11th"" [Stuart]; ""S. 1641. Haller an var. S. Lanata Lin: a var. Haller 1651. This is very like Haller's S. arenaria p. 195. t. 14: but I made it S. lanata"" [Specimen is type of S. sphace- lata Sm.]."
Dicotyledones,HERBACEAE,Salix triandra L.,3 folders.
Dicotyledones,HERBACEAE,Salix triandra L.,Folder 1. Salix triandra [TA].
Dicotyledones,HERBACEAE,Salix triandra L.,Folder 2. Salix triandra [TA].
Dicotyledones,HERBACEAE,Salix triandra L.,Folder 3. Salix triandra [TA].
Dicotyledones,HERBACEAE,"Salix fragilis [TA]; S. amygdaloides Huds. [G]; S. triandra Huds.? [G]. i. ""I take this to be S. fragilis rather than S. hastata. Lalelam [Laleham near Staines]"" [JL]",Folder
Dicotyledones,HERBACEAE,"Salix pentandra [G]. i. ""S. pentandra between Moffat & the Lead Hills plentifully. Yalden"" [JL]",Folder
Dicotyledones,HERBACEAE,"Salix triandra foemina [TA]. i. ""Salix triandra Lin. In an Osier Holt on the left Hand of the Road going to Bigg's Mill from Cowley. It flower'd April 29th. 1777, a cold Season. A shrub 12 feet high. The young Leaves of a narrow lanceolate form, smooth on both sides, & at first intire on the Edges, except those near the Summit w'ch are serrated. When full grown they generally become all serrated. Flowers & Leaves from the same Gem. Catkin an Inch long"" [JL]. [Specimen incomplete, possibly S. triandra.]","Salix triandra foemina [TA]. i. ""Salix triandra Lin. In an Osier Holt on the left Hand of the Road going to Bigg's Mill from Cowley. It flower'd April 29th. 1777, a cold Season. A shrub 12 feet high. The young Leaves of a narrow lanceolate form, smooth on both sides, & at first intire on the Edges, except those near the Summit w'ch are serrated. When full grown they generally become all serrated. Flowers & Leaves from the same Gem. Catkin an Inch long"" [JL]. [Specimen incomplete, possibly S. triandra.]"
Dicotyledones,HERBACEAE,Salix viminalis L.,Folder
Dicotyledones,HERBACEAE,Salix viminalis L.,Folder
Dicotyledones,HERBACEAE,Salix viminalis [G],Folder
Dicotyledones,HERBACEAE,"Salix viminalis [TA]. [Inadequate specimen, possibly S. viminalis.]","Salix viminalis \[TA\]. [Inadequate specimen, possibly S. viminalis.]"
Dicotyledones,HERBACEAE,Salix sp.,"1 folder\. Salix myrsinates \[G\]\. i\. ""Salix myrsinates of Aiton \[William Aiton\]. Kew\. trailing"" \[JL\]"
Dicotyledones,SAMBUCAEAE,Sambucus ebulus L.,Sambucus Ebulus [TA]
Dicotyledones,SANTALACEAE,Thesium humifusum DC\.,Thesium humifusum \[DC\]
Dicotyledones,SANTALACEAE,Thesium linophyllum [TA],Folder
Dicotyledones,SANTALACEAE,Thesium linophyllum [G],
Dicotyledones,SAXIFRAGACEAE,Chrysosplenium alternifolium L.,"Banks accep. in Helvetia collecta? [JL]. [Specimen one of Banks' from Switzerland; S. caespitosa occurs in Arctic and sub-Arctic Europe, south to northern Britain and central Urals but not as far as Switzerland.]"
Dicotyledones,SAXIFRAGACEAE,Saxifraga nivalis L.,Folder
Dicotyledones,SAXIFRAGACEAE,Saxifraga nivalis L.,1 sheet.
Dicotyledones,SAXIFRAGACEAE,Saxifraga nivalis [TA],"Saxifraga nivalis Lin: Snowdon in Wales, & on the Mountains of Breadalbane in Scotland"
Dicotyledones,SAXIFRAGACEAE,Saxifraga nivalis [TA],"Cites Linn. Vid. Fl. Lap. t. 2, f. 5, 6; Ray's Syn. 354, t. 16, f. 1."
Dicotyledones,SAXIFRAGACEAE,Saxifraga nivalis [TA],"Mountain Saxifrage. This rare plant is found on the highest Rocks of Snowdon in Carnarvonshire, & no Account of it anywhere else in Great Britain. It flowers in June. We have seen it in Scotland, on the Mountains of Breadalbane; ""In Ben Weevish East Ross Scotland, T. Agnew. Also in Craig Chailleach Breadalbane Scotland. T.A."""
Dicotyledones,SAXIFRAGACEAE,Saxifraga nivalis [G],
Dicotyledones,SAXIFRAGACEAE,Saxifraga oppositifolia L,Folder
Dicotyledones,SAXIFRAGACEAE,"Saxifraga oppositifolia [TA]. i. Cites Linn. Sp. Pl. 402; Ray's Syn. ii. ""Mountain Heath-like Sengreen, with large purple flowers. March & April. I found this upon the Rocks near the Summit of the West-side of Ingleborough Hill in Yorkshire. It grows likewise in Wales upon the Rocks of Snowdon"" [JL].",Folder
Dicotyledones,SAXIFRAGACEAE,"Saxifraga oppositifolia [G]. i. ""Scotland"" [JL].","Saxifraga oppositifolia \[G\]. i. ""Scotland"" \[JL\]"
Dicotyledones,SAXIFRAGACEAE,Saxifraga stellaris L.,"Saxifraga stellaris \[JL\]. i. Cites Linn. Sp. Pl. 400; Ray's Syn. ii. ""Hairy Kidney-wort. I gathered this at Buckbarrow-well in Longsleddale [Long Sleddale in the valley of the River Sprint] about ten Miles from Kendal in Westmoreland, the Place mentioned by Ray. June to September"" [JL]. iii. ""Snowdon"" [JL]. iv. ""Saxifraga stellaris. Ben Lomond. Mr. Y. [Thomas Yalden] says he found the S. nivalis there"" [JL]. [Thin sheet attached to Sheet 1 probably nothing to do with Herb. Lightfoot.]"
Dicotyledones,SAXIFRAGACEAE,Saxifraga stellaris L.,Saxifraga stellaris \[G\].
Dicotyledones,SAXIFRAGACEAE,"Saxifraga virginiensis Michx., Fl. Bor.-Am. 1: 269 (1803)","Saxifraga virginiensis Michx., Fl. Bor.-Am. 1: 269 (1803)"
Dicotyledones,SAXIFRAGACEAE,Saxifraga sp.,"Saxifraga hypnoides? \[G\]. i. ""By Mr. Banks from Newfoundland"" [JL]. [S. hypnoides occurs in northwestern Europe.]"
Dicotyledones,SCROPHULARIACEAE,Antirrhinum orontium L.,"Antirrhinum orontium \[TA\]. i\. ""Langley Gravel field \[Buckinghamshire\]\[JL\]"
Dicotyledones,SCROPHULARIACEAE,Antirrhinum orontium L.,"Antirrhinum orontium? var. monstrosa \[G\]. i\. ""Carnarvonshire"" \[JL\]. ii\. ""Chepstow & Breton Rocks \[probably Briton Ferry near Swansea\]\[JL\]. [Appears to be a monstrosity but material is inadequate.]"
Dicotyledones,SCROPHULARIACEAE,Bartsia alpina L.,"Bartsia alpina \[TA\]. i\. ""Bartsia alpina Lin: è Lapponia"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,Chaenorhinum minus (L.) Lange,Antirrhinum minus \[TA\]
Dicotyledones,SCROPHULARIACEAE,Euphrasia brevipila Burnat & Greml.,"Euphrasia officinalis \[G\], Flora Scotica ed. 1, 323 (1777). i\. ""A remarkable Variety of Euphrasia officinalis from Cornwall by Hudson"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,Kickxia spuria (L.) Dum.,"Antirrhinum spurium \[TA\]. i\. ""Near Weymouth"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,Kickxia spuria (L.) Dum.,"Antirrhinum spurium, Var. monstrosa \[G\]. i\. ""Antirrhinum spurium Var: Peloria dicta. Lin: This very singular Variety was found in Hampshire by Mr."
Dicotyledones,SCROPHULARIACEAE,Limosella aquatica L.,Limosella aquatica \[TA\]
Dicotyledones,SCROPHULARIACEAE,"Linaria arvensis agg., Flora Europaea 3: 236 (1972)","Antirrhinum arvensis \[TA\]. i\. Cites Dillenius, Hortus Eltham., t. 163, f. 198. ii\. ""The flowers of this often vary in Colour, these in the Sample before us being yellow. It is the Variety β of Lin: and in all Probability is not a Native of England, tho' mentioned by Mr. Hudson as such. This came out of the Physic Garden at Oxford. It is an Annual, & a Native of France & Italy"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,"Linaria arvensis agg., Flora Europaea 3: 236 (1972)","Antirrhinum arvensis \[G\]. i\. ""Antirrhini arvensis s'd by Huds: to be English"" \[JL\]. [L. arvensis agg. occurs in southern, western and central Europe, but not in Britain.]"
Dicotyledones,SCROPHULARIACEAE,Linaria repens (L.) Mill.,"Antirrhinum repens \[G\]. i\. Cites Dillenius, Hortus Eltham., t. 163, f. 197. ii\. ""Upon the Chalk Hill going down to Henley upon Thames from London, and in some Chalky Places near Peppard 3 miles from Henly. July"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,Linaria repens (L.) Mill.,"Antirrhinum repens \[JL\]. i\. ""Antirrhinum repens, near Penryn in Cornwall. N.B. These were some of the rankest Specimens I could find. The Flowers were larger, and the Spur longer than in the other Specimens"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,Linaria repens (L.) Mill.,"Antirrhinum repens \[G\]. i\. ""Antirrhinum repens. Penryn in Cornwall"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,Linaria repens (L.) Mill.,Antirrhinum repens \[G\]
Dicotyledones,SCROPHULARIACEAE,Melampyrum arvense L.,Antirrhinum arvensis \[TA\]
Dicotyledones,SCROPHULARIACEAE,Melampyrum arvense L.,Antirrhinum arvensis \[G\]
Dicotyledones,SCROPHULARIACEAE,Melampyrum arvense L.,Antirrhinum arvensis \[TA\]
Dicotyledones,SCROPHULARIACEAE,Melampyrum arvense L.,Antirrhinum arvensis \[G\]
Dicotyledones,SCROPHULARIACEAE,"Melampyrum arvense [TA]. i. ""Melampyrum arvense found eight Miles before you come to Norwich between that & Thetford among Bushes, by S'r Ino Cullum [Sir Inigo Cullum, a relative of Sir John Cullum of Bury St. Edmunds]"" [JL].",Folder
Dicotyledones,SCROPHULARIACEAE,"Melampyrum arvense [G]. i. ""Melampyrum arvense Lin: Eight Miles before you come to Norwich, between that & Thetford among Bushes. S'r Ino Cullum"" [JL]",Folder
Dicotyledones,SCROPHULARIACEAE,Melampyrum arvense [G],Melampyrum arvense \[G\]
Dicotyledones,SCROPHULARIACEAE,Melampyrum cristatum L,Folder
Dicotyledones,SCROPHULARIACEAE,Melampyrum cristatum L,Folder
Dicotyledones,SCROPHULARIACEAE,"Melampyrum cristatum [G]. i. Cites Ray's Syn. 286. ii. ""Crested Cow-wheat. July. I found this Plant by the Path-Side, going the Foot-Way from Wendover to Ellesborough in Buckinghamshire, about a Mile from Wendover, in the Field next to Moreton Green. It grows likewise in the Woods of Cambridgeshire & Bedfordshire, & near Grantham in Lincolnshire, found by Mr. Ehret"" [JL] iii. ""Between Stamford & Grantham at a Place call'd Stoken, about a mile on the right of the North Road, at S'r Gilbert Hethcote's about 8 Miles from Stamford in a Lane abundantly. Pulsatilla near it"" [JL].",Folder
Dicotyledones,SCROPHULARIACEAE,"Melampyrum cristatum [TA]. i. ""Melampyrum cristatum Lin:"" [JL]","Melampyrum cristatum \[TA\]. i\. ""Melampyrum cristatum Lin:"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,Melampyrum sylvaticum L.,Folder
Dicotyledones,SCROPHULARIACEAE,Melampyrum sylvaticum L.,Folder
Dicotyledones,SCROPHULARIACEAE,Melampyrum sylvaticum L.,Folder
Dicotyledones,SCROPHULARIACEAE,"Melampyrum pratense [TA]; Huds. [G]; M. sylvaticum Linn. [G]. i. ""Melampyrum sylvaticum Lin: On the Road Side going from Taymouth, the Seat of L. Breadalbane [Lord Breadalbane] in Scotland, to the Hermitage. July 1775"" [JL].",Folder
Dicotyledones,SCROPHULARIACEAE,"Melampyrum pratense [TA]; Huds. [G]; M. sylvaticum Linn. [G]. i. ""M: pratense. Woods by Iver Heath"" [JL]. [Label misplaced; specimen not M. pratense.]",Sheet
Dicotyledones,SCROPHULARIACEAE,Melampyrum sylvaticum Linn. and M. pratense Huds. [G]. Odontites verna (Bell.) Dum.,"1 folder. Euphrasia odontites [TA], Flora Scotica ed. 1, 324 (1777)."
Dicotyledones,SCROPHULARIACEAE,Parentucellia viscosa (L.) Caruel,6 folders
Dicotyledones,SCROPHULARIACEAE,Parentucellia viscosa (L.) Caruel,"Folder 1\. Bartsia viscosa [G], Flora Scotica ed. 1, t. xiv, 321, 1126 (1777). i. Cites Ray's Syn. 285. ii. ""Marsh Eye-bright Cow-wheat. This grows in boggy Grounds in the West of England, in Dorsetshire, Devonshire & Cornwall"" [JL]. iii. ""Bartsia viscosa Lin:"" [JL]."
Dicotyledones,SCROPHULARIACEAE,Parentucellia viscosa (L.) Caruel,"Folder 2\. Bartsia viscosa [G]. i. ""Bartsia viscosa Lin:"" [JL]."
Dicotyledones,SCROPHULARIACEAE,Parentucellia viscosa (L.) Caruel,"Folder 3\. Bartsia viscosa [G]. i. ""Bartsia viscosa Lin: from Cornwall"" [JL]."
Dicotyledones,SCROPHULARIACEAE,Parentucellia viscosa (L.) Caruel,"Folder 4\. Bartsia viscosa [G]. i. ""Bartsia viscosa Lin: from Devonshire & Cornwall. 1774"" [JL]."
Dicotyledones,SCROPHULARIACEAE,Parentucellia viscosa (L.) Caruel,"Folder 5\. Bartsia viscosa [G]. i. ""Bartsia viscosa Lin: near Ivy-Bridge in Devonshire. 1774"" [JL]."
Dicotyledones,SCROPHULARIACEAE,Parentucellia viscosa (L.) Caruel,"Folder 6\. Bartsia viscosa [TA]. i. ""Bartsia viscosa Lin: from Cornwall. 1774"" [JL]."
Dicotyledones,SCROPHULARIACEAE,Parentucellia viscosa (L.) Caruel,Scrophularia vernalis L. 2 folders.
Dicotyledones,SCROPHULARIACEAE,Scrophularia vernalis [TA],"Scrophularia vernalis. April. Kew & Mitcham. 6-angular hairy Stalks. Ternate petiolate light green hairy balm-like Leaves. Long, axillary, peduncles, dichotomous with yellow shut flowers"
Dicotyledones,SCROPHULARIACEAE,Scrophularia vernalis [G]. Sibthorpi a europaea L.,"Sibthorpi a europaea \[TA\]. i\. ""Sibthorpi a europaea. Devonshire & Cornwall frequent"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,Veronica alpina L.,"Veronica alpina \[G\]. i\. ""Veronica alpina. Found on the Side of a Rivulet, about half Way up Ben-nevis; and upon the North Side of a Hill to the West of Garvimore in Scotland, by Mr. Dickson [James Dickson]. 1786"" \[JL\]. [Unmounted specimen in loose packet.]"
Dicotyledones,SCROPHULARIACEAE,Veronica alpina L.,"V. beccabunga [TA]. i. ""Veronica Beccabunga"" \[JL\]"
Dicotyledones,SCROPHULARIACEAE,Veronica alpina L.,Veronica hederifolia L. 2 folders. Folder
Dicotyledones,SCROPHULARIACEAE,Veronica hederifolia [TA],Veronica hederifolia \[TA\]
Dicotyledones,STAPHYLEACEAE,Staphylea pinnata L.,Staphylea pinnata \[TA\]
Dicotyledones,STAPHYLEACEAE,Staphylea pinnata L.,Folder 1\. Staphylea pinnata \[TA\]
Dicotyledones,STAPHYLEACEAE,Staphylea pinnata L.,Folder 2\. Staphylea pinnata \[TA\]
Dicotyledones,TILIACEAE,Tilia cordata Mill.,Tilia europaea with β parvifolia \[TA\]
Dicotyledones,ULMACEAE,Ulmus glabra Huds.,"Ulmus montana or Wych Elm [TA].

i. [In pencil on a capsule:] ""I leave this Earwig in case you collect insects. Not poisoned"" [?]."
Dicotyledones,ULMACEAE,Ulmus procera Salisb.,Ulmus campestris [TA].
Dicotyledones,ULMACEAE,Ulmus campestris [TA].,"Flora Scotica ed. 1, 151, 1094 (1777). i. ""Common Elm"" [JL]."
Dicotyledones,UMBELLIFERAE,Aegopodium podagraria L\.,Aegopodium Podagraria \[TA\]
Dicotyledones,UMBELLIFERAE,Anthriscus caucalis Bieb\.,Scandix anthriscus \[TA\]
Dicotyledones,UMBELLIFERAE,Anthriscus cerefolium (L.) Hoffm\.,"Scandix Cerefolium \[TA\]\. i\. ""Sweet Chervil. Mrs. Blunts"" \[JL\]"
Dicotyledones,UMBELLIFERAE,Anthriscus sylvestris (L.) Hoffm\.,Chaerophyllum sylvestre \[TA\]
Dicotyledones,UMBELLIFERAE,Apium graveolens,Apium graveolens \[TA\]
Dicotyledones,UMBELLIFERAE,Berula erecta (Huds.) Coville,"Sium erectum \[TA\]; S. angustifolium \[G\], Flora Scotica ed. 1, 161 (1777)\. i\. ""I Make this the Sium erectum Huds. and now the Sium angustifolium Linn. Sp. Pl. 2da Id. App. p. 1672-But I cannot understand what Linn. means by the Folia basi hastata; for I can discover no such Property in it. The Plant is common in my Neighbourhood [Heydon, Norfolk] [B]."
Dicotyledones,UMBELLIFERAE,Berula erecta (Huds.) Coville,"Sium angustifolium \[G\], Flora Scotica ed. 1, 161 (1777)"
Dicotyledones,UMBELLIFERAE,Berula erecta (Huds.) Coville,Sium erectum \[TA\]
Dicotyledones,UMBELLIFERAE,Sium angustifolium [TA],Devon near Axminster [JL]
Dicotyledones,UMBELLIFERAE,"Sium angustifolium [G]. i. ""Sium erectum Hertfordshire or Devon"" [JL]","Sium angustifolium \[G\]. i\. ""Sium erectum Hertfordshire or Devon"" \[JL\]"
Dicotyledones,UMBELLIFERAE,Carum verticillatum (L.) Koch 2 folders.,"Folder 1\. Sison verticillatum \[G\], Flora Scotica ed. 1, t. xxxv, 1096 (1777). i\. ""Sison verticillat: Scotland"" \[JL\]"
Dicotyledones,UMBELLIFERAE,Carum verticillatum (L.) Koch 2 folders.,Folder 2\. Sison verticillatum \[TA\]
Dicotyledones,UMBELLIFERAE,Chaerophyllum temulentum L. 1 folder. Chaerophyllum Temulentum [TA],Chaerophyllum temulentum \[TA\]
Dicotyledones,UMBELLIFERAE,"Coriandrum sativum L. 1 folder. Coriandrum sativum [TA]. i. ""Coriandrum sativum in Essex between Maldon & Mersey"" [JL]","Coriandrum sativum \[TA\]. i\. ""Coriandrum sativum in Essex between Maldon & Mersey"" \[JL\]"
Dicotyledones,UMBELLIFERAE,Crithum sp. [An empty genus cover only.],Crithum sp. [An empty genus cover only.]
Dicotyledones,UMBELLIFERAE,"Foeniculum vulgare Mill. 1 folder. Anethum foeniculum [TA]. i. ""Anethum Foeniculum at Dartford, Greenhithe & Northfleet, & elsewhere in Kent, abundantly"" [JL]","Foeniculum vulgare \[TA\]. i\. ""Anethum Foeniculum at Dartford, Greenhithe & Northfleet, & elsewhere in Kent, abundantly"" \[JL\]"
Dicotyledones,UMBELLIFERAE,Ligusticum scoticum L. 2 folders.,Ligusticum scoticum \[TA\]
Dicotyledones,UMBELLIFERAE,Ligusticum scoticum L. 2 folders.,Ligusticum scoticum \[TA\]
Dicotyledones,UMBELLIFERAE,Ligusticum scoticum [TA],Folder
Dicotyledones,UMBELLIFERAE,Ligusticum scoticum [?],"speciesName: Myrrhis odorata (L.) Scop. folders: [{'description': '1 folder\\. Scandix odorata \\[TA\\], Flora Scotica ed\\. 1, 166, 1118 (1777)'}]"
Dicotyledones,UMBELLIFERAE,Ligusticum scoticum [?],"speciesName: Pastinaca sativa L. folders: [{'description': 'Folder 1\\. Pastinaca sylvestris \\[TA\\]'}, {'description': 'Folder 2\\. Pastinaca sylvestris \\[G\\]'}]"
Dicotyledones,UMBELLIFERAE,Ligusticum scoticum [?],"speciesName: Petroselinum segetum (L.) Koch folders: [{'description': 'Folder 1\\. Petroselinum segetum \\[TA\\]'}, {'description': 'Folder 2\\. Petroselinum segetum \\[G\\]'}]"
Dicotyledones,UMBELLIFERAE,"Sison segetum [G]; S. inundatum [TA]. i. ""Sison inundatum near Feversham & Sea Salter [Seasalter on the north Kent coast near Faversham]"" [JL]",Folder
Dicotyledones,UMBELLIFERAE,Sison segetum [TA],"speciesName: Peucedanum ostruthium (L.) Koch folders: [{'description': '1 folder\\. Imperatoria ostruthium \\[TA\\], Flora Scotica ed. 1, 168, 1118 (1777)'}]"
Dicotyledones,UMBELLIFERAE,Sison segetum [TA],"speciesName: Pimpinella major (L.) Huds. folders: [{'description': '2 folders\\. Folder'}, {'description': 'Folder'}]"
Dicotyledones,UMBELLIFERAE,"Pimpinella major [G]. i. ""between Deal and Dover 2 miles from Dover"" [?].",Folder
Dicotyledones,UMBELLIFERAE,"Pimpinella major [TA]. i. ""Near Plymouth"" [JL]","speciesName: Pimpinella saxifraga L. folders: [{'description': 'Folder 1\\. Pimpinella saxifraga \\[TA\\]'}, {'description': 'Folder 2\\. Pimpinella saxifraga \\[TA\\]'}, {'description': 'Folder 3\\. Pimpinella saxifraga \\[TA\\]'}]"
Dicotyledones,UMBELLIFERAE,"Pimpinella saxifraga [TA]. i. ""Pimpinella saxifraga"" [B]; ""Mr. Bryant"" [JL]. ii. ""Pimpinella major Huds. Pimpinella Saxifraga var. γ Lin. Sp. Pl."" [B]; ""Not so of Huds: but only a var. of Pimpin: saxif:"" [JL].",Folder
Dicotyledones,UMBELLIFERAE,Pimpinella saxifraga [TA],Folder
Dicotyledones,UMBELLIFERAE,Pimpinella saxifraga [G]; Daucus carota L.: f:?? I think it by no means so. T.A. [TA],
Dicotyledones,UMBELLIFERAE,Sisum amomum L.,Sison amomum [TA]
Dicotyledones,UMBELLIFERAE,Sisum latifolium L.,Folder
Dicotyledones,UMBELLIFERAE,Sisum latifolium L.,Folder
Dicotyledones,UMBELLIFERAE,"Sium latifolium and β latioribus [TA]. i. ""I make this Plant to be the Sium latifolium, tho' the Involucrum universale sit pinnatifudum. The Ditches round about Acle [10 miles east of Norwich] or Oakley [3 miles east of Diss in Suffolk] are full of it"" [B].",Folder
Dicotyledones,UMBELLIFERAE,Sium latifolium. [G],Smyrnium [G]
Dicotyledones,UMBELLIFERAE,Smyrnium olusatrum L.,Folder 1\. Smyrnium [G]
Dicotyledones,UMBELLIFERAE,Smyrnium olusatrum L.,Folder 2\. Smyrnium [TA]. [Specimen missing.]
Dicotyledones,UMBELLIFERAE,Trinia glauca (L.) Dum.,"Folder 1\. Pimpinella dioica Huds. [G]; P. pumila Jacquin [TA]. i. ""Jacquin calls this Pimpinella pumila but the seeds & Habit agree best w' th the Genus of Seseli, tho' the Involucella are rarely seen"" [JL]."
Dicotyledones,UMBELLIFERAE,Trinia glauca (L.) Dum.,Folder 2\. Pimpinella dioica [G]; Peucedanum minus Ray [TA].
Monocotyledones,ALISMATACEAE,Baldellia ranunculoides (L.) Parl.,"Alisma [?], Flora Scotica ed. 1, 193 (1777)."
Monocotyledones,ALISMATACEAE,Baldellia ranunculoides (L.) Parl.,Folder
Monocotyledones,ALISMATACEAE,Alisma ranunculoides [TA],Damasonium alisma Mill.
Monocotyledones,ALISMATACEAE,Alisma ranunculoides [TA],Folder
Monocotyledones,ALISMATACEAE,Alisma ranunculoides [TA],Folder
Monocotyledones,ALISMATACEAE,Alisma Damasonium [TA],Folder
Monocotyledones,ALISMATACEAE,Alisma Damasonium [G],Luronium natans (L.) Raf.
Monocotyledones,ALISMATACEAE,Luronium natans (L.) Raf.,"1 folder. Alisma natans [TA]. i. ""Alisma natans Lin: In a deep muddy Ditch, just below the old Castle at Llanberys, at the Foot of Snowdon in Carnarvonshire. Aug. 1773"" [JL]. ii. ""Llanberis"" [JL]."
Monocotyledones,AMARYLLIDACEAE,Galanthus nivalis L\.,Galanthus nivalis \[TA\]
Monocotyledones,AMARYLLIDACEAE,Narcissus majalis Curt\.,Narcissus poeticus? and N. angustifolius? \[G\]
Monocotyledones,AMARYLLIDACEAE,Narcissus pseudonarcissus L\.,Narcissus Pseudonarcissus \[TA\]
Monocotyledones,BUTOMACEAE,Butomus umbellatus L.,Butomus umbellatus \[TA\]
Monocotyledones,YPERACEAE,Blysmus compressus (L.) Panz. ex Link,"Schoenus compressus \[TA\], Flora Scotica ed. 1, 87, 1115 (1777). i. Cites Linn., Sp. Pl. 65; Ray's Syn. 425. ii. ""Compressed Bastard Cyperus, May. This is found in boggy Meadows, but not common"" [JL]. iii. [In pencil:] ""the Loose Schoenus compressus or brunneus. Uxb: [Uxbridge] Moor"" [JL]."
